timestamp,gpu_index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw
2026-08-18T21:34:43+00:00,0,85,7137,12282,71,110.22
2026-08-18T21:34:48+00:00,0,84,8653,12282,69,159.89
2026-08-18T21:34:53+00:00,0,84,8653,12282,73,157.78
2026-08-18T21:34:58+00:00,0,88,8653,12282,70,158.09
2026-08-18T21:35:03+00:00,0,88,8653,12282,72,159.04
2026-08-18T21:35:08+00:00,0,89,8653,12282,73,158.75
2026-08-18T21:35:13+00:00,0,87,6699,12282,68,91.99
2026-08-18T21:35:18+00:00,0,97,8457,12282,73,159.49
2026-08-18T21:35:23+00:00,0,78,8457,12282,71,159.19
2026-08-18T21:35:28+00:00,0,84,8459,12282,73,157.35
2026-08-18T21:35:33+00:00,0,76,9979,12282,70,157.84
2026-08-18T21:35:38+00:00,0,77,9979,12282,72,158.19
2026-08-18T21:35:43+00:00,0,80,6771,12282,70,115.50
2026-08-18T21:35:49+00:00,0,85,8947,12282,73,159.37
2026-08-18T21:35:54+00:00,0,77,10525,12282,72,158.19
2026-08-18T21:35:59+00:00,0,94,10525,12282,72,161.71
2026-08-18T21:36:04+00:00,0,83,10525,12282,73,159.62
2026-08-18T21:36:09+00:00,0,80,11047,12282,73,159.90
2026-08-18T21:36:14+00:00,0,0,6461,12282,58,81.22
2026-08-18T21:36:19+00:00,0,94,9191,12282,70,157.29
2026-08-18T21:36:24+00:00,0,82,10753,12282,69,157.38
2026-08-18T21:36:29+00:00,0,77,10753,12282,73,155.70
2026-08-18T21:36:34+00:00,0,89,10753,12282,73,158.07
2026-08-18T21:36:39+00:00,0,89,10753,12282,69,158.75
2026-08-18T21:36:44+00:00,0,1,2351,12282,59,99.68
2026-08-18T21:36:49+00:00,0,81,8545,12282,70,160.69
2026-08-18T21:36:54+00:00,0,85,8545,12282,72,160.38
2026-08-18T21:36:59+00:00,0,84,8963,12282,73,158.78
2026-08-18T21:37:04+00:00,0,79,9409,12282,74,159.71
2026-08-18T21:37:10+00:00,0,79,9937,12282,74,159.54
2026-08-18T21:37:15+00:00,0,2,2579,12282,59,103.89
2026-08-18T21:37:20+00:00,0,85,7643,12282,72,160.22
2026-08-18T21:37:25+00:00,0,84,8971,12282,71,157.83
2026-08-18T21:37:30+00:00,0,88,8971,12282,71,158.61
2026-08-18T21:37:35+00:00,0,93,8971,12282,70,159.51
2026-08-18T21:37:40+00:00,0,80,8973,12282,71,158.16
2026-08-18T21:37:45+00:00,0,88,6203,12282,66,76.44
2026-08-18T21:37:50+00:00,0,88,8665,12282,70,159.27
2026-08-18T21:37:55+00:00,0,81,9687,12282,71,160.93
2026-08-18T21:38:00+00:00,0,80,9689,12282,73,159.29
2026-08-18T21:38:05+00:00,0,81,9689,12282,73,160.70
2026-08-18T21:38:10+00:00,0,90,9689,12282,72,160.45
2026-08-18T21:38:15+00:00,0,95,6811,12282,70,93.52
2026-08-18T21:38:20+00:00,0,83,9031,12282,72,158.57
2026-08-18T21:38:25+00:00,0,86,9031,12282,73,159.01
2026-08-18T21:38:30+00:00,0,76,9715,12282,73,159.58
2026-08-18T21:38:35+00:00,0,94,10177,12282,74,160.06
2026-08-18T21:38:41+00:00,0,77,11294,12282,73,159.61
2026-08-18T21:38:46+00:00,0,92,6507,12282,70,99.33
2026-08-18T21:38:51+00:00,0,83,9453,12282,69,160.55
2026-08-18T21:38:56+00:00,0,97,9453,12282,73,160.09
2026-08-18T21:39:01+00:00,0,94,10275,12282,73,160.58
2026-08-18T21:39:06+00:00,0,89,10275,12282,73,160.44
2026-08-18T21:39:11+00:00,0,86,10275,12282,69,160.98
